Game Version,Player ID,Club,Value In (M),Wage In (K),Joined,Contract Valid Until,Release Clause (M)
FIFA22,199434,Ajax,33.5,32,03/07/2018 00:00,2024,46.9
FIFA22,199451,AS Monaco,41.5,88,14/08/2019 00:00,2024,78.9
FIFA22,208418,Atlético de Madrid,45,81,08/09/2020 00:00,2024,92.3
FIFA22,208670,Chelsea,42.5,170,01/07/2020 00:00,2025,78.6
FIFA22,222492,FC Bayern München,56,105,15/07/2020 00:00,2025,96.6
FIFA22,192629,RC Celta de Vigo,27,46,01/07/2015 00:00,2023,56.7
FIFA22,228941,RB Leipzig,51,110,02/07/2021 00:00,2026,90.5
FIFA22,237692,Manchester City,94.5,125,01/07/2016 00:00,2024,193.7
FIFA22,200647,Atalanta,27,84,05/07/2017 00:00,2022,45.9
FIFA22,184134,Sevilla FC,21,43,12/07/2019 00:00,2022,44.1
FIFA22,41236,AC Milan,14.5,51,02/01/2020 00:00,2022,24.7
FIFA22,235790,Chelsea,94.5,130,04/09/2020 00:00,2025,193.7
FIFA22,206517,Manchester City,50.5,180,05/08/2021 00:00,2027,97.2
FIFA22,212188,Chelsea,56.5,155,01/07/2020 00:00,2025,108.8
FIFA22,198706,Lazio,42.5,95,31/08/2016 00:00,2025,72.3
FIFA22,175943,Napoli,20.5,105,01/07/2013 00:00,2022,34.9
FIFA22,152729,FC Barcelona,13.5,175,01/07/2008 00:00,2024,27.7
FIFA22,207862,Borussia Mönchengladbach,42.5,45,04/07/2017 00:00,2022,75.4
FIFA22,203263,Manchester United,42.5,155,05/08/2019 00:00,2024,81.8
FIFA22,207863,Atlético de Madrid,27.5,74,01/07/2019 00:00,2022,56.4
FIFA22,216460,Atlético de Madrid,52,74,01/07/2013 00:00,2025,110.5
FIFA22,204639,Atlético de Madrid,34.5,74,20/07/2015 00:00,2024,70.7
FIFA22,226753,Ajax,48,18,14/01/2015 00:00,2022,70.8
FIFA22,215698,AC Milan,49.5,45,01/07/2021 00:00,2026,87.9
FIFA22,202811,Aston Villa,33.5,81,16/09/2020 00:00,2024,66.2
FIFA22,193080,Manchester United,28,120,01/07/2011 00:00,2023,51.8
FIFA23,228251,Roma,55,95,01/07/2017 00:00,2026,97.6
FIFA23,226161,Atlético de Madrid,48,81,01/07/2019 00:00,2027,102
FIFA23,212616,Atlético de Madrid,42,85,12/07/2021 00:00,2026,86.1
FIFA23,181458,Tottenham Hotspur,26.5,130,01/07/2022 00:00,2024,50.4
FIFA23,176580,Club Nacional de Football,18,1,28/07/2022 00:00,2022,39.6
FIFA23,235212,Paris Saint-Germain,53.5,90,06/07/2021 00:00,2026,103
FIFA23,241096,AC Milan,62.5,75,08/07/2021 00:00,2026,118.8
FIFA23,238074,Chelsea,57,120,03/03/2017 00:00,2025,109.7
FIFA23,190286,Real Betis Balompié,35,42,03/07/2018 00:00,2026,73.5
FIFA23,230938,FC Barcelona,47.5,165,04/07/2022 00:00,2026,100.9
FIFA23,239053,Real Madrid CF,66,175,22/07/2016 00:00,2027,148.5
FIFA23,216393,Leicester City,52.5,115,08/07/2019 00:00,2023,103.7
FIFA23,252371,Borussia Dortmund,81.5,41,23/07/2020 00:00,2025,154.9
FIFA23,186345,Newcastle United,30.5,120,07/01/2022 00:00,2024,58
FIFA23,173210,Juventus,19.5,130,01/06/2007 00:00,2020,32.2
FIFA23,208128,Inter,42,100,01/07/2021 00:00,2024,69.3
FIFA23,234396,FC Bayern München,60.5,59,01/01/2019 00:00,2025,104.4
FIFA23,209989,Arsenal,36,115,05/10/2020 00:00,2024,68.4
FIFA23,183898,Juventus,20,160,08/07/2022 00:00,2023,34
FIFA23,207410,Chelsea,42,155,01/07/2019 00:00,2024,77.7
FIFA23,155862,Paris Saint-Germain,7.5,75,08/07/2021 00:00,2023,13.9
FIFA23,233064,Chelsea,57.5,130,10/01/2016 00:00,2024,110.7
FIFA23,242444,Atlético de Madrid,68.5,78,03/07/2019 00:00,2026,154.1
FIFA23,222665,Arsenal,63.5,105,20/08/2021 00:00,2026,125.4
FIFA23,199434,Ajax,26.5,32,03/07/2018 00:00,2024,37.1
FIFA23,204963,Real Madrid CF,36.5,185,05/07/2013 00:00,2025,74.8
FIFA23,199451,AS Monaco,35.5,88,14/08/2019 00:00,2024,67.5
FIFA23,189575,Athletic Club de Bilbao,41.5,49,01/08/2009 00:00,2024,87.2
FIFA23,226790,Leicester City,47.5,105,05/01/2017 00:00,2024,93.8
FIFA23,222492,FC Bayern München,49.5,90,15/07/2020 00:00,2025,85.4
FIFA23,234378,West Ham United,52,83,29/06/2016 00:00,2024,102.7
FIFA23,235805,Juventus,66.5,140,03/05/2022 00:00,2025,126.4
FIFA23,269761,AFC Richmond,85.5,78,31/08/2020 00:00,2025,179.6
FIFA23,210935,U.S. Sassuolo Calcio,45,57,25/09/2020 00:00,2022,76.5
FIFA23,230142,Real Sociedad,53,57,01/07/2014 00:00,2024,115.3
FIFA23,241084,Liverpool,56,155,31/01/2022 00:00,2027,107.8
FIFA23,183277,Real Madrid CF,35,220,01/07/2019 00:00,2024,71.8
FIFA23,240130,Real Madrid CF,57.5,160,01/07/2019 00:00,2025,122.2
FIFA23,143076,Sevilla FC,20,47,26/01/2021 00:00,2024,42
FIFA23,178603,Borussia Dortmund,20,66,01/07/2019 00:00,2023,34
FIFA23,206517,Manchester City,49.5,185,05/08/2021 00:00,2027,95.3
FIFA23,220814,FC Bayern München,46,82,01/07/2019 00:00,2024,79.4
FIFA23,198219,Toronto FC,35,19,25/09/2020 00:00,2022,52.5
FIFA23,175943,Galatasaray SK,18,86,08/08/2022 00:00,2023,34.2
FIFA23,233049,Manchester United,61.5,155,23/07/2021 00:00,2026,121.5
FIFA23,241721,AC Milan,66.5,90,01/08/2019 00:00,2024,126.4
FIFA23,241852,Bayer 04 Leverkusen,61.5,70,01/07/2019 00:00,2025,109.2
FIFA23,180930,Inter,14.5,80,14/08/2021 00:00,2023,23.9
FIFA23,184344,Juventus,11,95,02/08/2018 00:00,2024,18.7
FIFA23,241486,FC Barcelona,57.5,150,28/07/2022 00:00,2027,122.2
FIFA23,246430,Juventus,86.5,140,28/01/2022 00:00,2026,164.4
FIFA23,201535,Manchester United,39,155,27/07/2021 00:00,2025,77
FIFA23,197061,Liverpool,34.5,140,01/07/2016 00:00,2024,63.8
FIFA23,237383,Inter,60.5,75,31/08/2017 00:00,2024,111.9
FIFA23,232756,AC Milan,60.5,75,01/07/2021 00:00,2025,115
FIFA23,198176,Inter,34.5,88,01/07/2018 00:00,2023,56.9
FIFA23,138956,Los Angeles FC,7.5,11,07/07/2022 00:00,2023,11.3
FIFA23,204639,Atlético de Madrid,29,74,20/07/2015 00:00,2024,59.5
FIFA23,202811,Aston Villa,29,95,16/09/2020 00:00,2027,55.1
FIFA23,192984,VfL Wolfsburg,31.5,55,21/01/2015 00:00,2024,55.9
FIFA23,162835,Inter,4.7,46,01/07/2012 00:00,2023,7.8
FIFA23,209981,Sevilla FC,22.5,34,04/09/2020 00:00,2025,47.3
FIFA21,224334,Sevilla FC,22,41,14/09/2020 00:00,2024,46.2
FIFA21,187961,Guangzhou Evergrande Taobao FC,22,39,15/01/2019 00:00,2023,35.2
FIFA21,178518,Inter,20,125,01/07/2018 00:00,2022,33
FIFA21,181872,Inter,15,125,22/09/2020 00:00,2022,24.8
FIFA21,208574,Eintracht Frankfurt,27,45,17/05/2019 00:00,2023,45.9
FIFA21,204923,RB Leipzig,31,73,01/07/2014 00:00,2022,55
FIFA21,176676,Real Madrid,16,170,01/01/2007 00:00,2022,32.8
FIFA21,205070,Real Sociedad,26,50,07/07/2019 00:00,2024,54.6
FIFA21,211117,Tottenham Hotspur,34,105,02/02/2015 00:00,2024,67.2
FIFA21,169195,Beijing Sinobo Guoan FC,19.5,33,08/01/2016 00:00,2021,31.2
FIFA21,162347,Wolverhampton Wanderers,15,110,24/07/2018 00:00,2022,28.5
FIFA21,199914,Everton,25,115,05/09/2020 00:00,2023,47.5
FIFA21,239053,Real Madrid,36,135,22/07/2016 00:00,2025,81
FIFA21,210514,Manchester City,28,140,07/08/2019 00:00,2025,53.9
FIFA21,183512,Athletic Club de Bilbao,20.5,35,02/07/2018 00:00,2022,43.1
FIFA21,221363,Manchester United,33,125,02/09/2020 00:00,2025,65.2
FIFA21,199042,Bayer 04 Leverkusen,19.5,78,13/08/2015 00:00,2023,33.2
FIFA21,186345,Atlético Madrid,21.5,71,17/07/2019 00:00,2022,44.1
FIFA21,178562,Al Shabab,19.5,55,22/08/2020 00:00,2023,33.2
FIFA21,186942,Manchester City,25,160,01/07/2016 00:00,2023,46.3
FIFA21,170890,Inter Miami,12.5,14,13/08/2020 00:00,2021,18.8
FIFA21,228618,Real Madrid,30.5,160,01/07/2019 00:00,2025,64.8
FIFA21,188152,Shanghai SIPG FC,26,25,01/01/2017 00:00,2024,41.6
FIFA21,207410,Chelsea,31.5,120,01/07/2019 00:00,2024,62.2
FIFA21,205069,Paris Saint-Germain,25.5,95,31/08/2018 00:00,2021,49.1
FIFA21,235212,Inter,35,92,09/09/2020 00:00,2025,60.4
FIFA21,205498,Chelsea,25.5,125,16/07/2018 00:00,2023,48.5
FIFA21,203486,Borussia Dortmund,27,78,01/07/2019 00:00,2024,45.9
FIFA21,216594,Real Betis,30.5,38,23/07/2019 00:00,2023,66.3
FIFA21,189242,FC Barcelona,26,190,06/01/2018 00:00,2023,53.3
FIFA21,222665,Real Madrid,36,135,29/04/2015 00:00,2023,81
FIFA21,230481,Grêmio,26,49,01/01/2019 00:00,2023,49.4
FIFA21,181783,Juventus,16.5,140,01/07/2015 00:00,2021,27.2
FIFA21,199564,FC Barcelona,22,175,01/07/2013 00:00,2022,45.1
FIFA21,211688,Valencia CF,30.5,46,13/09/2012 00:00,2023,66.3
FIFA21,200949,Tottenham Hotspur,27,120,31/01/2018 00:00,2024,51.3
FIFA21,205678,Medipol Başakşehir FK,24.5,59,16/08/2011 00:00,2021,46.6
FIFA21,193301,Arsenal,26,125,05/07/2017 00:00,2022,49.4
FIFA21,199434,Ajax,23.5,30,03/07/2018 00:00,2023,32.9
FIFA21,230666,Manchester City,34.5,150,03/08/2016 00:00,2023,66.4
FIFA21,208093,Villarreal CF,27,56,02/07/2018 00:00,2023,56.7
FIFA21,229261,Borussia Mönchengladbach,30.5,45,01/07/2017 00:00,2022,54.1
FIFA21,227928,Wolverhampton Wanderers,28,100,23/09/2020 00:00,2023,55.3
FIFA21,205600,FC Barcelona,28.5,170,12/07/2016 00:00,2023,60.6
FIFA21,189575,Athletic Club de Bilbao,27,41,01/08/2009 00:00,2024,56.7
FIFA21,225953,Tottenham Hotspur,34.5,105,29/01/2020 00:00,2025,68.1
FIFA21,172871,SL Benfica,12,21,25/09/2020 00:00,2022,24
FIFA21,184134,Sevilla FC,17,39,12/07/2019 00:00,2022,35.7
FIFA21,229880,Manchester United,30.5,115,29/06/2019 00:00,2024,60.2
FIFA21,169416,Los Angeles FC,22.5,17,01/01/2018 00:00,2022,33.8
FIFA21,216547,SL Benfica,27,23,25/09/2020 00:00,2022,54
FIFA21,41236,Milan,9.5,49,02/01/2020 00:00,2021,16.2
FIFA21,231443,FC Barcelona,35.5,175,28/08/2017 00:00,2022,79.9
FIFA21,139869,OGC Nice,15.5,50,07/08/2017 00:00,2020,29.5
FIFA21,198717,Crystal Palace,27,82,02/02/2015 00:00,2023,51.3
FIFA21,219693,Sevilla FC,27,39,01/07/2019 00:00,2024,58.7
FIFA21,180930,Roma,13.5,500,01/07/2015 00:00,2022,28.4
FIFA21,170481,Valencia CF,16.5,48,31/08/2016 00:00,2020,34.7
FIFA21,167664,Inter Miami,20.5,17,18/09/2020 00:00,2021,30.8
FIFA21,215333,Atalanta,26,87,17/01/2020 00:00,2023,44.2
FIFA21,199845,Lazio,16.5,75,11/07/2018 00:00,2023,28.1
FIFA21,197061,Liverpool,25.5,115,01/07/2016 00:00,2024,49.1
FIFA21,225100,Liverpool,31,93,20/06/2015 00:00,2024,59.7
FIFA21,210413,Milan,30,51,11/08/2015 00:00,2022,53.3
FIFA21,137186,Juventus,1.7,90,01/01/2011 00:00,2019,5.8
FIFA21,192774,Napoli,24.5,84,02/07/2019 00:00,2024,43.5
FIFA21,199482,Olympique Lyonnais,21,69,01/07/2011 00:00,2023,41.5
FIFA21,221087,Roma,25.5,500,10/07/2019 00:00,2024,55.5
FIFA21,193314,Levante UD,18.5,31,23/07/2018 00:00,2023,38.9
FIFA21,220407,Newcastle United,16.5,47,09/06/2018 00:00,2025,31.4
FIFA21,192984,VfL Wolfsburg,22.5,53,21/01/2015 00:00,2024,39.9
FIFA21,163705,Olympique de Marseille,7,28,11/07/2017 00:00,2024,13.3
FIFA21,188943,Eintracht Frankfurt,18.5,35,07/08/2019 00:00,2024,31.5
FIFA21,212151,Lazio,25.5,57,09/08/2012 00:00,2022,45.3
FIFA21,190941,Bayer 04 Leverkusen,17.5,63,01/07/2018 00:00,2023,29.8
FIFA22,187961,Al Ahli,28.5,61,22/07/2021 00:00,2024,48.5
FIFA22,225193,Real Sociedad,50,47,12/07/2018 00:00,2025,108.8
FIFA22,193082,Juventus,19,95,02/02/2015 00:00,2022,31.4
FIFA22,205632,Sevilla FC,39.5,46,03/07/2019 00:00,2024,83
FIFA22,220651,RB Leipzig,46,77,12/02/2021 00:00,2025,81.7
FIFA22,190286,Real Betis Balompié,34.5,38,03/07/2018 00:00,2023,72.5
FIFA22,223697,Atalanta,36,65,01/07/2017 00:00,2023,61.2
FIFA22,169195,Beijing Guoan FC,28.5,33,08/01/2016 00:00,2021,45.6
FIFA22,239053,Real Madrid CF,58,160,22/07/2016 00:00,2027,130.5
FIFA22,177413,Borussia Dortmund,24,72,17/08/2018 00:00,2022,40.8
FIFA22,209989,Arsenal,36.5,115,05/10/2020 00:00,2024,69.4
FIFA22,213565,Atlético de Madrid,48,71,01/07/2018 00:00,2023,102
FIFA22,230658,Juventus,47,90,01/09/2020 00:00,2024,81.1
FIFA22,228618,Real Madrid CF,43.5,170,01/07/2019 00:00,2025,92.4
FIFA22,191043,Juventus,31.5,95,21/08/2015 00:00,2023,52
FIFA22,192883,Roma,29.5,82,01/08/2020 00:00,2022,50.2
FIFA22,135507,Manchester City,7,100,01/07/2013 00:00,2022,13
FIFA22,199914,Everton,30.5,100,05/09/2020 00:00,2023,58
FIFA22,214997,Atlético de Madrid,48,80,13/12/2014 00:00,2024,102
FIFA22,200610,AS Monaco,37,83,02/09/2020 00:00,2024,70.3
FIFA22,207410,Chelsea,41.5,135,01/07/2019 00:00,2024,79.9
FIFA22,202884,Roma,33,72,01/07/2019 00:00,2024,56.1
FIFA22,233064,Chelsea,58.5,120,10/01/2016 00:00,2024,119.9
FIFA22,230481,Grêmio,35.5,49,08/07/2021 00:00,2024,67.5
FIFA22,211688,Valencia CF,43.5,48,13/09/2012 00:00,2023,94.6
FIFA22,204838,Wolverhampton Wanderers,35.5,120,01/07/2019 00:00,2024,67.5
FIFA22,213648,Tottenham Hotspur,43.5,105,11/08/2020 00:00,2025,85.9
FIFA22,189575,Athletic Club de Bilbao,36.5,44,01/08/2009 00:00,2024,76.7
FIFA22,184432,Chelsea,25,125,24/08/2012 00:00,2022,46.3
FIFA22,242444,Atlético de Madrid,82,61,03/07/2019 00:00,2026,184.5
FIFA22,230666,Manchester City,52.5,150,03/08/2016 00:00,2023,101.1
FIFA22,216354,TSG Hoffenheim,35.5,59,16/01/2015 00:00,2022,60.4
FIFA22,220834,Real Madrid CF,48,190,01/07/2015 00:00,2023,102
FIFA22,220814,FC Bayern München,44.5,85,01/07/2019 00:00,2024,76.8
FIFA22,169416,Los Angeles FC,29,17,01/01/2018 00:00,2022,43.5
FIFA22,229880,Manchester United,48.5,115,29/06/2019 00:00,2024,93.4
FIFA22,231443,FC Barcelona,55,165,28/08/2017 00:00,2022,116.9
FIFA22,139869,OGC Nice,15.5,50,07/08/2017 00:00,2020,29.5
FIFA22,180930,Inter,15.5,105,14/08/2021 00:00,2023,26.4
FIFA22,203574,Manchester City,41,140,09/08/2016 00:00,2026,78.9
FIFA22,225850,Paris Saint-Germain,45.5,90,01/07/2015 00:00,2024,87.6
FIFA22,183907,Olympique Lyonnais,23.5,81,01/09/2021 00:00,2023,44.7
FIFA22,201399,Paris Saint-Germain,37,120,08/06/2020 00:00,2024,68.5
FIFA22,223689,VfL Wolfsburg,37,95,01/07/2018 00:00,2023,62.9
FIFA22,241486,Sevilla FC,53,33,03/07/2019 00:00,2024,121.9
FIFA22,170481,Valencia CF,16.5,48,31/08/2016 00:00,2020,34.7
FIFA22,179645,AC Milan,23.5,54,13/01/2020 00:00,2022,40
FIFA22,215333,Atalanta,35.5,77,17/01/2020 00:00,2023,60.4
FIFA22,205452,Chelsea,34.5,130,09/07/2017 00:00,2022,66.4
FIFA22,199845,Lazio,17.5,75,11/07/2018 00:00,2023,29.8
FIFA22,197061,Liverpool,30.5,130,01/07/2016 00:00,2024,56.4
FIFA22,197655,Sporting CP,30,21,31/01/2017 00:00,2023,60
FIFA22,137186,Juventus,1.7,90,01/01/2011 00:00,2019,5.8
FIFA22,192774,Napoli,30,80,02/07/2019 00:00,2024,51
FIFA22,204935,Everton,33,83,15/06/2017 00:00,2024,65.2
FIFA22,178750,Villarreal CF,18,37,30/06/2014 00:00,2022,37.8
FIFA22,192563,Arsenal,28,87,01/07/2018 00:00,2023,55.3
FIFA22,203841,Burnley,25,45,20/07/2016 00:00,2023,47.5
FIFA22,190941,Bayer 04 Leverkusen,19,55,01/07/2018 00:00,2023,32.3
FIFA22,234642,Chelsea,30,105,24/09/2020 00:00,2025,57.8
FIFA23,187961,Al Ahli,28.5,61,22/07/2021 00:00,2024,48.5
FIFA23,225193,Real Sociedad,47,49,12/07/2018 00:00,2025,102.2
FIFA23,193082,Juventus,13.5,120,01/07/2017 00:00,2023,23
FIFA23,213565,Atlético de Madrid,47,74,01/07/2018 00:00,2023,99.9
FIFA23,193747,Atlético de Madrid,34.5,74,01/01/2011 00:00,2024,70.7
FIFA23,183711,Liverpool,28.5,135,09/06/2011 00:00,2025,52.7
FIFA23,234153,Valencia CF,53,51,01/07/2015 00:00,2023,115.3
FIFA23,224293,Wolverhampton Wanderers,47.5,105,08/07/2017 00:00,2024,93.8
FIFA23,146536,Sevilla FC,8,28,28/07/2017 00:00,2024,16.8
FIFA23,210243,Leicester City,33,105,09/06/2018 00:00,2026,62.7
FIFA23,201942,Liverpool,35.5,150,06/07/2015 00:00,2023,65.7
FIFA23,228618,Real Madrid CF,38,170,01/07/2019 00:00,2025,80.8
FIFA23,225375,RB Leipzig,38.5,64,25/09/2020 00:00,2022,68.3
FIFA23,214997,Atlético de Madrid,42.5,80,13/12/2014 00:00,2026,90.3
FIFA23,233419,FC Barcelona,48,180,13/07/2022 00:00,2027,102
FIFA23,210406,Napoli,36.5,78,04/08/2016 00:00,2024,62.1
FIFA23,226271,Napoli,44.5,75,05/07/2018 00:00,2023,79
FIFA23,213648,Tottenham Hotspur,40.5,110,11/08/2020 00:00,2025,80
FIFA23,210315,RCD Espanyol de Barcelona,42.5,35,09/01/2020 00:00,2026,92.4
FIFA23,230481,Palmeiras,35,59,20/06/2022 00:00,2025,63
FIFA23,208670,Chelsea,35.5,155,01/07/2020 00:00,2025,65.7
FIFA23,230666,Arsenal,48.5,115,04/07/2022 00:00,2027,95.8
FIFA23,242516,PSV,52,29,07/07/2016 00:00,2026,76.7
FIFA23,184134,Sevilla FC,12.5,39,12/07/2019 00:00,2024,26.3
FIFA23,220834,Real Madrid CF,43,200,01/07/2015 00:00,2023,91.4
FIFA23,168542,Real Sociedad,12,37,17/08/2020 00:00,2023,25.2
FIFA23,231443,FC Barcelona,48,180,28/08/2017 00:00,2024,102
FIFA23,232293,Napoli,58,72,01/09/2020 00:00,2025,110.2
FIFA23,198706,Lazio,35.5,74,31/08/2016 00:00,2025,60.4
FIFA23,203574,Manchester City,34.5,150,09/08/2016 00:00,2026,66.4
FIFA23,139869,OGC Nice,15.5,50,07/08/2017 00:00,2020,29.5
FIFA23,152729,FC Barcelona,9.5,110,01/07/2008 00:00,2024,19.5
FIFA23,225850,Paris Saint-Germain,42,95,01/07/2015 00:00,2024,80.9
FIFA23,215333,Atalanta,30.5,77,17/01/2020 00:00,2024,51.9
FIFA23,219693,Aston Villa,30.5,105,01/07/2022 00:00,2026,58
FIFA23,253163,FC Barcelona,52,135,29/08/2018 00:00,2026,117
FIFA23,241464,Villarreal CF,50.5,43,01/07/2016 00:00,2024,116.2
FIFA23,239580,Juventus,45.5,115,20/07/2022 00:00,2027,80.8
FIFA23,216460,Atlético de Madrid,38.5,68,01/07/2013 00:00,2025,81.8
FIFA23,163587,OGC Nice,4,31,03/08/2022 00:00,2023,7.6
FIFA23,230869,Athletic Club de Bilbao,37,30,25/08/2015 00:00,2025,80.5
FIFA23,193698,TSG Hoffenheim,18,40,01/07/2014 00:00,2024,30.6
FIFA23,235073,Borussia Dortmund,44,40,01/07/2021 00:00,2026,78.1
FIFA23,190941,Bayer 04 Leverkusen,18,55,01/07/2018 00:00,2023,30.6
FIFA21,208333,Borussia Dortmund,26.5,72,18/02/2020 00:00,2024,47
FIFA21,185103,Inter,8,105,08/09/2020 00:00,2021,13.2
FIFA21,205632,Sevilla FC,26.5,40,03/07/2019 00:00,2024,57.6
FIFA21,146530,Paris Saint-Germain,4.8,60,12/07/2017 00:00,2019,8.9
FIFA21,223697,Atalanta,24,68,01/07/2017 00:00,2022,40.8
FIFA21,226161,Atlético Madrid,27.5,65,01/07/2019 00:00,2024,58.4
FIFA21,212523,Guangzhou Evergrande Taobao FC,27.5,36,01/01/2019 00:00,2022,46.1
FIFA21,226226,Tottenham Hotspur,29,95,27/07/2020 00:00,2025,57.3
FIFA21,224293,Wolverhampton Wanderers,29,89,08/07/2017 00:00,2023,57.3
FIFA21,181458,Inter,19.5,115,01/09/2015 00:00,2022,32.2
FIFA21,225375,RB Leipzig,26,53,01/07/2017 00:00,2023,46.2
FIFA21,190286,Real Betis,21.5,36,03/07/2018 00:00,2023,45.2
FIFA21,168651,Sevilla FC,17,39,01/09/2020 00:00,2024,35.7
FIFA21,186561,Juventus,21.5,98,01/07/2019 00:00,2023,35.5
FIFA21,184200,Shanghai SIPG FC,20,24,25/09/2020 00:00,2022,32
FIFA21,190815,Ajax,18,23,17/07/2018 00:00,2022,25.2
FIFA21,210665,RB Leipzig,19,64,31/08/2015 00:00,2022,32.3
FIFA21,226271,Napoli,30,70,05/07/2018 00:00,2023,57
FIFA21,208808,Ajax,22.5,26,01/07/2019 00:00,2024,31.5
FIFA21,193525,PFC CSKA Moscow,18.5,59,01/07/2012 00:00,2022,29.6
FIFA21,214997,Atlético Madrid,28,65,13/12/2014 00:00,2024,59.5
FIFA21,198710,Everton,22.5,105,07/09/2020 00:00,2022,42.8
FIFA21,53302,Boca Juniors,7,20,26/07/2019 00:00,2020,9.8
FIFA21,204970,Olympique de Marseille,23,59,01/07/2017 00:00,2021,43.7
FIFA21,198329,Leeds United,22,140,29/08/2020 00:00,2024,44
FIFA21,177388,Olympique de Marseille,13.5,59,30/01/2017 00:00,2024,25.7
FIFA21,180403,Arsenal,19.5,110,14/08/2020 00:00,2023,37.1
FIFA21,216354,TSG 1899 Hoffenheim,22,56,16/01/2015 00:00,2022,37.4
FIFA21,200888,FC Porto,20,20,25/09/2020 00:00,2022,40
FIFA21,177457,Bayer 04 Leverkusen,16,72,18/08/2009 00:00,2021,27.2
FIFA21,245279,Tottenham Hotspur,27.5,85,19/09/2020 00:00,2025,57.8
FIFA21,208418,Atlético Madrid,24,67,08/09/2020 00:00,2024,49.2
FIFA21,220814,FC Bayern München,26.5,70,01/07/2019 00:00,2024,45.7
FIFA21,226110,Arsenal,28,98,01/08/2019 00:00,2024,55.3
FIFA21,176769,SL Benfica,11.5,20,12/09/2014 00:00,2020,23
FIFA21,202857,Bayer 04 Leverkusen,21,78,01/07/2011 00:00,2023,35.7
FIFA21,222737,FC Barcelona,31,140,24/07/2018 00:00,2023,70.9
FIFA21,201305,Valencia CF,21,46,18/08/2017 00:00,2022,45.7
FIFA21,203263,Manchester United,24,120,05/08/2019 00:00,2024,47.4
FIFA21,207862,Borussia Mönchengladbach,23,48,04/07/2017 00:00,2022,40.8
FIFA21,201153,Juventus,26,100,01/07/2020 00:00,2023,44.9
FIFA21,183907,FC Bayern München,16.5,82,14/07/2011 00:00,2021,27.2
FIFA21,230375,Grêmio,19.5,41,01/01/2019 00:00,2023,37.1
FIFA21,217940,Getafe CF,21.5,39,24/07/2017 00:00,2023,46.8
FIFA21,139720,RSC Anderlecht,10.5,29,01/07/2019 00:00,2022,15.8
FIFA21,176635,Arsenal,19.5,100,02/09/2013 00:00,2021,37.1
FIFA21,157481,Villarreal CF,8,41,04/07/2019 00:00,2022,16.8
FIFA21,182494,Galatasaray SK,9.5,64,11/08/2011 00:00,2021,18.1
FIFA21,201095,FC Porto,13.5,16,25/09/2020 00:00,2022,27
FIFA21,178750,Villarreal CF,14,34,30/06/2014 00:00,2022,29.4
FIFA21,194404,FC Barcelona,15,125,09/07/2019 00:00,2023,30.8
FIFA21,215316,Villarreal CF,20,35,04/09/2020 00:00,2024,43.5
FIFA21,206585,Chelsea,21,76,08/08/2018 00:00,2024,41.5
FIFA21,215698,LOSC Lille,21.5,31,18/08/2015 00:00,2022,42.5
FIFA21,209960,Deportivo Alavés,19.5,28,07/08/2015 00:00,2023,42.4
FIFA21,1179,Juventus,2.2,41,04/07/2019 00:00,2021,3.6
FIFA21,204120,Sevilla FC,14,29,04/07/2018 00:00,2021,29.4
FIFA21,223952,Getafe CF,18.5,30,16/07/2018 00:00,2022,40.2
FIFA21,198009,Genoa,18.5,20,01/07/2018 00:00,2022,34.7
FIFA21,203841,Burnley,18.5,59,20/07/2016 00:00,2023,36.5
FIFA21,193698,TSG 1899 Hoffenheim,15,37,01/07/2014 00:00,2023,25.5
FIFA21,230168,Grêmio,13.5,32,01/01/2019 00:00,2023,25.7
FIFA21,236583,SV Werder Bremen,18.5,32,01/07/2017 00:00,2022,32.8
FIFA22,208333,Borussia Dortmund,35,72,18/02/2020 00:00,2024,62.1
FIFA22,212462,Manchester United,27.5,130,05/10/2020 00:00,2024,50.9
FIFA22,146530,Paris Saint-Germain,4.8,60,12/07/2017 00:00,2019,8.9
FIFA22,201519,Roma,29.5,66,20/07/2019 00:00,2024,52.4
FIFA22,210035,SL Benfica,37,18,04/01/2016 00:00,2023,76.8
FIFA22,212616,Atlético de Madrid,35,68,12/07/2021 00:00,2026,74.4
FIFA22,183512,Athletic Club de Bilbao,22,35,02/07/2018 00:00,2022,46.2
FIFA22,173731,Real Madrid CF,25,170,01/09/2013 00:00,2022,51.3
FIFA22,205070,Real Sociedad,30,51,07/07/2019 00:00,2024,63
FIFA22,224293,Wolverhampton Wanderers,46,89,08/07/2017 00:00,2024,90.9
FIFA22,212523,Al Nassr,35.5,61,26/06/2021 00:00,2024,63
FIFA22,193165,FC Porto,30.5,22,25/09/2020 00:00,2022,61
FIFA22,178562,Al Shabab,15,46,22/08/2020 00:00,2023,25.5
FIFA22,188152,Shanghai Port FC,30,38,01/01/2017 00:00,2024,46.5
FIFA22,224458,Liverpool,46,120,19/09/2020 00:00,2025,88.6
FIFA22,187072,Borussia Mönchengladbach,24,41,01/07/2015 00:00,2023,40.8
FIFA22,199823,Levante Unión Deportiva,30.5,43,11/08/2016 00:00,2023,64.1
FIFA22,168651,Sevilla FC,18.5,39,01/09/2020 00:00,2024,38.9
FIFA22,205069,Paris Saint-Germain,27.5,90,31/08/2018 00:00,2025,50.9
FIFA22,231943,Everton,46.5,100,24/07/2018 00:00,2024,91.8
FIFA22,235569,Tottenham Hotspur,46,95,02/07/2019 00:00,2024,90.9
